ID,Target Pressure (bar)
0,0.07273375
1,0.076723754
2,0.07870099
3,0.06427272
4,0.062170625
5,0.062667914
6,0.060342047
7,0.06210045
8,0.06780949
9,0.51275223
10,0.34904975
11,0.22952898
12,0.803297
13,0.4856575
14,0.28042194
15,0.5599116
16,0.3516314
17,0.2320889
18,0.19027217
19,0.13449094
20,0.1101476
21,0.10849045
22,0.10941562
23,0.12436501
24,0.19941781
25,0.15816061
26,0.12494642
27,0.15324062
28,0.15942664
29,0.16699126
30,0.10387553
31,0.09949394
32,0.098711304
33,0.0621346
34,0.06784752
35,0.07773882
36,0.74182296
37,0.7092792
38,0.65858746
39,0.86610824
40,0.82008827
41,0.75538296
42,0.29517224
43,0.30450672
44,0.29895058
45,0.4681856
46,0.45756835
47,0.43397763
48,0.42881992
49,0.3107222
50,0.14270468
51,0.11743694
52,0.12670581
53,0.13774587
54,0.077877715
55,0.08330281
56,0.09280379
57,0.050350007
58,0.049967624
59,0.05310792
60,0.044242393
61,0.04929894
62,0.05901681
63,0.25055152
64,0.2428234
65,0.23377527
66,0.38440713
67,0.355207
68,0.33213913
69,0.27214348
70,0.26922256
71,0.266037
72,0.16886154
73,0.16556302
74,0.1503048
75,0.14714766
76,0.12749319
77,0.10392006
78,0.09052517
79,0.09563973
80,0.10157307
81,0.11059368
82,0.12530866
83,0.10763906
84,0.062275488
85,0.05436897
86,0.053822584
87,0.045970295
88,0.049649812
89,0.06359018
90,0.7464453
91,0.4974081
92,0.25925907
93,0.7274807
94,0.4669633
95,0.28322786
96,0.5810775
97,0.41146225
98,0.2480093
99,0.41840652
100,0.3423926
101,0.15953626
102,0.14751108
103,0.083756626
104,0.09468649
105,0.15441471
106,0.13518828
107,0.09601383
108,0.1254293
109,0.15866186
110,0.18027277
111,0.050178234
112,0.050899163
113,0.057236843
114,0.033921193
115,0.03878859
116,0.05530787
117,0.34727255
118,0.4229338
119,0.42938873
120,0.32803205
121,0.35218856
122,0.3209476
123,0.24582548
124,0.26896662
125,0.28030333
126,0.32870257
127,0.37124333
128,0.30574366
129,0.29686546
130,0.13643478
131,0.12285381
132,0.09854956
133,0.10911407
134,0.12259021
135,0.15821132
136,0.16816266
137,0.15632187
138,0.14164294
139,0.124752
140,0.1105531
141,0.10198049
142,0.09587222
143,0.11759642
144,0.98341113
145,0.80378807
146,0.56684434
147,0.9333835
148,0.7318663
149,0.49615553
150,0.8061872
151,0.6102885
152,0.43958095
153,0.5580768
154,0.45436367
155,0.29866096
156,0.2864732
157,0.19979008
158,0.2069698
159,0.3119578
160,0.28138614
161,0.21274795
162,0.14493312
163,0.13344967
164,0.12856567
165,0.1245371
166,0.11923403
167,0.12183279
168,0.10059752
169,0.11398254
170,0.13186885
171,0.59667075
172,0.5183486
173,0.43377292
174,0.599233
175,0.5170151
176,0.4441657
177,0.5520451
178,0.4821832
179,0.43016627
180,0.3585193
181,0.31125998
182,0.26100674
183,0.25314292
184,0.23916784
185,0.23374473
186,0.2189416
187,0.21489276
188,0.23167159
189,0.050153665
190,0.04496918
191,0.045122303
192,0.030880222
193,0.027637955
194,0.032076593
195,0.022272129
196,0.022102246
197,0.027283605
198,0.23892082
199,0.18237802
200,0.13966225
201,0.17501508
202,0.14010163
203,0.10982372
204,0.1306637
205,0.10521986
206,0.087780945
207,0.15583831
208,0.11642123
209,0.0760743
210,0.071076736
211,0.050350215
212,0.042765398
213,0.05327083
214,0.045762952
215,0.04210965
216,0.089289926
217,0.09775428
218,0.09024758
219,0.07076188
220,0.06935829
221,0.06960998
222,0.05089419
223,0.054945923
224,0.06243603
225,0.45293525
226,0.4538107
227,0.28388992
228,0.47190043
229,0.4444208
230,0.27920565
231,0.4116842
232,0.39143932
233,0.26139536
234,0.27614957
235,0.26617634
236,0.14815155
237,0.13895455
238,0.10262885
239,0.09352578
240,0.1328937
241,0.13145281
242,0.09371666
243,0.11036696
244,0.10070369
245,0.08836803
246,0.056348663
247,0.044903368
248,0.042422097
249,0.04174893
250,0.039010428
251,0.049211327
252,0.7034112
253,0.35139275
254,0.20567273
255,0.78713846
256,0.38016856
257,0.22918954
258,0.46887675
259,0.27094054
260,0.18918283
261,0.36805853
262,0.2250664
263,0.13306062
264,0.12502792
265,0.078707226
266,0.07860844
267,0.13245313
268,0.08930826
269,0.07912292
270,0.255972
271,0.26568168
272,0.28169748
273,0.22799683
274,0.20689373
275,0.20639622
276,0.11409935
277,0.12184427
278,0.13853902
279,2.039895
280,1.9039944
281,1.7450876
282,3.9321163
283,3.6884098
284,3.3008409
285,1.1386563
286,1.1369319
287,1.1317328
288,0.8429762
289,0.7955168
290,0.7407154
291,0.7356245
292,0.8749138
293,0.36929807
294,0.30771187
295,0.33043602
296,0.3580256
297,0.094171904
298,0.11273474
299,0.1052587
300,0.054712035
301,0.0516058
302,0.052174006
303,0.04129742
304,0.044630192
305,0.06296844
306,0.5859423
307,0.42555124
308,0.29585475
309,0.63381135
310,0.414247
311,0.32571575
312,0.25804213
313,0.21095479
314,0.21526568
315,0.31969476
316,0.26136902
317,0.19211242
318,0.18682913
319,0.13064128
320,0.1117154
321,0.11307092
322,0.09999243
323,0.11026991
324,0.089890234
325,0.09517891
326,0.1031727
327,0.04955593
328,0.040153224
329,0.037268456
330,0.030085849
331,0.028053287
332,0.03119356
333,0.33695823
334,0.3400651
335,0.2672653
336,0.27703163
337,0.2199099
338,0.1756253
339,0.19391954
340,0.15534176
341,0.13724191
342,0.2694284
343,0.24799806
344,0.19018734
345,0.18293896
346,0.08292378
347,0.063749015
348,0.09958964
349,0.077049375
350,0.064382926
351,0.099010006
352,0.10383585
353,0.11596746
354,0.060994454
355,0.06467179
356,0.07869134
357,0.046603777
358,0.058471464
359,0.07806961
360,0.5855598
361,0.46678028
362,0.35534483
363,0.5393348
364,0.45419565
365,0.3483287
366,0.4573428
367,0.39086673
368,0.31372657
369,0.3346791
370,0.24733016
371,0.170648
372,0.1602677
373,0.11171608
374,0.11332402
375,0.13407344
376,0.13616171
377,0.11378995
378,0.15687662
379,0.16315545
380,0.17180656
381,0.13625205
382,0.14047949
383,0.15478267
384,0.11483432
385,0.12190404
386,0.13423346
387,1.3336687
388,1.338884
389,1.3069937
390,1.3121868
391,1.2822803
392,1.2356812
393,1.0143075
394,1.0120605
395,1.0074456
396,0.4661514
397,0.46715465
398,0.46101528
399,0.45366663
400,0.3904804
401,0.32551813
402,0.28892475
403,0.29869363
404,0.31456804
405,0.12213306
406,0.13144605
407,0.14493762
408,0.0697767
409,0.06424615
410,0.06186748
411,0.052662004
412,0.058102626
413,0.07512614
414,0.5218993
415,0.48492315
416,0.4241838
417,0.6151069
418,0.5100373
419,0.4346547
420,0.3661904
421,0.33005595
422,0.31369403
423,0.32201752
424,0.30197638
425,0.26654115
426,0.25824022
427,0.18054383
428,0.13957271
429,0.11533602
430,0.12222376
431,0.1358373
432,0.04479517
433,0.039458364
434,0.03827702
435,0.028980086
436,0.026400106
437,0.029975962
438,0.028046962
439,0.028146217
440,0.037147343
441,0.22766438
442,0.18467446
443,0.15475349
444,0.22463864
445,0.1830576
446,0.1565383
447,0.20228234
448,0.17246515
449,0.15149185
450,0.14231087
451,0.10991544
452,0.08104687
453,0.07517571
454,0.06895865
455,0.069839664
456,0.07171561
457,0.0683345
458,0.070418
459,0.10561794
460,0.12803721
461,0.11675169
462,0.06914402
463,0.0640223
464,0.05248561
465,0.047639582
466,0.04960466
467,0.060047828
468,0.3807088
469,0.35691383
470,0.26184857
471,0.41080487
472,0.31373248
473,0.22109888
474,0.35653257
475,0.28829092
476,0.2282371
477,0.29825214
478,0.2875119
479,0.19210722
480,0.18313745
481,0.09232512
482,0.091766186
483,0.1256649
484,0.1149433
485,0.09392218
486,0.079911165
487,0.08340191
488,0.08631917
489,0.03976947
490,0.038973995
491,0.03875075
492,0.03354887
493,0.035973143
494,0.039234873
495,0.29327494
496,0.28814802
497,0.2744622
498,0.20896718
499,0.20106053
500,0.1896862
501,0.16756664
502,0.1671718
503,0.16120267
504,0.21308503
505,0.20654353
506,0.19357084
507,0.18606344
508,0.10307888
509,0.07396718
510,0.06492605
511,0.067208886
512,0.07161317
513,0.078583874
514,0.08274336
515,0.08172077
516,0.046719816
517,0.043672163
518,0.045059245
519,0.044908103
520,0.04585912
521,0.055813532
522,0.69913286
523,0.44233173
524,0.25559038
525,1.1866769
526,0.6711674
527,0.36309245
528,0.49286196
529,0.32912925
530,0.22603177
531,0.26602852
532,0.21286862
533,0.12789
534,0.1218152
535,0.090128586
536,0.08349214
537,0.1317091
538,0.1007553
539,0.08256709
540,0.19309598
541,0.19045228
542,0.20732187
543,0.12903027
544,0.12128171
545,0.11870953
546,0.08215692
547,0.08431546
548,0.10243037
549,1.5464507
550,1.3269439
551,1.1584437
552,1.311239
553,1.1433655
554,1.0393661
555,0.72521013
556,0.6493966
557,0.614495
558,0.6518281
559,0.5986189
560,0.52716607
561,0.49765268
562,0.32353264
563,0.21060956
564,0.19216079
565,0.18449548
566,0.20211323
567,0.049303655
568,0.042715684
569,0.04244607
570,0.024076205
571,0.022661293
572,0.029896112
573,0.024515046
574,0.026383303
575,0.04218124
576,0.23291636
577,0.21272545
578,0.174469
579,0.1933999
580,0.20652921
581,0.16278195
582,0.1417078
583,0.15901649
584,0.12909871
585,0.14564107
586,0.1341583
587,0.08718324
588,0.082479216
589,0.068172194
590,0.072438106
591,0.05770467
592,0.06676744
593,0.07187113
594,0.10323735
595,0.1297619
596,0.13145246
597,0.060993597
598,0.061567713
599,0.06062589
600,0.04701299
601,0.052734766
602,0.071423285
603,0.58521867
604,0.61170554
605,0.3862975
606,0.6955668
607,0.61325276
608,0.38301048
609,0.38597548
610,0.38290265
611,0.29253247
612,0.342701
613,0.3621671
614,0.21411449
615,0.20062289
616,0.11342503
617,0.11496658
618,0.13273673
619,0.12778267
620,0.11571891
621,0.23195952
622,0.18448056
623,0.1619707
624,0.19362012
625,0.16856816
626,0.14533527
627,0.16393384
628,0.1573311
629,0.13866946
630,1.767046
631,0.73277897
632,0.4216118
633,1.6534623
634,0.7020572
635,0.42838597
636,1.604061
637,0.70548695
638,0.43552515
639,0.87251073
640,0.3499112
641,0.21206161
642,0.20672207
643,0.1903723
644,0.18018837
645,0.54820997
646,0.25727722
647,0.18084688
648,0.10353858
649,0.11321688
650,0.12362298
651,0.076961204
652,0.07746784
653,0.07511346
654,0.05083974
655,0.053294376
656,0.059359543
657,0.3991149
658,0.39083964
659,0.3810335
660,0.34399968
661,0.34840825
662,0.3328582
663,0.30152452
664,0.29211333
665,0.2869838
666,0.26732346
667,0.26968166
668,0.25525728
669,0.2453049
670,0.17493977
671,0.14836825
672,0.13695249
673,0.14131242
674,0.14681308
675,0.26344192
676,0.27372754
677,0.2382972
678,0.18905099
679,0.19025911
680,0.18456954
681,0.12542501
682,0.14827076
683,0.1591842
684,2.1711655
685,1.4047034
686,0.7064568
687,1.9671512
688,1.1925185
689,0.72469616
690,1.5992416
691,1.0767158
692,0.68931514
693,1.2405918
694,0.7898232
695,0.3583486
696,0.3409868
697,0.2498788
698,0.23398492
699,0.4375483
700,0.33408493
701,0.23599605
702,0.09523075
703,0.092995256
704,0.07129232
705,0.057777338
706,0.047935616
707,0.04222601
708,0.036806993
709,0.031942513
710,0.034763675
711,0.81302166
712,0.46024403
713,0.24108964
714,0.56975263
715,0.33041677
716,0.19387525
717,0.35421875
718,0.24090926
719,0.15620127
720,0.3631885
721,0.2510008
722,0.11763774
723,0.10796175
724,0.065025836
725,0.056429405
726,0.1034479
727,0.07875088
728,0.056279574
729,0.15255344
730,0.15506516
731,0.16735609
732,0.14155221
733,0.14081949
734,0.15474366
735,0.13081977
736,0.13003424
737,0.14910877
738,0.6478233
739,0.60247695
740,0.49516115
741,0.60623276
742,0.5691157
743,0.4854254
744,0.60402656
745,0.5551872
746,0.4967485
747,0.45101047
748,0.39135543
749,0.3012426
750,0.2939317
751,0.2726718
752,0.24738318
753,0.30267963
754,0.26850197
755,0.2460658
756,0.18554337
757,0.20049974
758,0.25975195
759,0.1575562
760,0.13636912
761,0.14001176
762,0.09916521
763,0.11131425
764,0.1714795
765,1.1755399
766,1.1684867
767,1.1012686
768,1.1675793
769,1.1033826
770,1.0557015
771,0.75018907
772,0.83958673
773,0.8660824
774,0.68421274
775,0.661461
776,0.62021106
